UNIX time mavlink, time since system boot mavlink, lat, lon, alt, relative_alt, vx, vy, vz, hdg
1632501029582887,10492746,380096,10492746,0,0,0,0,0,0
1632501032585915,10495749,380096,10495749,0,0,0,0,0,0
1632501036082940,10499246,380096,10499246,0,0,0,0,0,0
1632501039579998,10502744,380096,10502744,0,0,0,0,0,0
1632501043084663,10506248,380096,10506248,0,0,0,0,0,0
1632501046585832,10509749,380096,10509749,0,0,0,0,0,0
1632501050081926,10513245,380096,10513245,0,0,0,0,0,0
1632501053581042,10516745,380096,10516745,0,0,0,0,0,0
1632501057086509,10520250,380096,10520250,0,0,0,0,0,0
1632501060082320,10523246,380096,10523246,0,0,0,0,0,0
1632501063583326,10526747,380096,10526747,0,0,0,0,0,0
1632501067084247,10530248,380096,10530248,0,0,0,0,0,0
1632501070080942,10533244,380096,10533244,0,0,0,0,0,0
1632501073583757,10536747,380096,10536747,0,0,0,0,0,0
1632501077090477,10540254,380096,10540254,0,0,0,0,0,0
1632501080580917,10543744,380096,10543744,0,0,0,0,0,0
1632501084083748,10547247,380096,10547247,0,0,0,0,0,0
1632501087582276,10550746,380096,10550746,0,0,0,0,0,0
1632501091082042,10554246,380096,10554246,0,0,0,0,0,0
1632501094585045,10557749,380096,10557749,0,0,0,0,0,0
1632501098087864,10561251,380096,10561251,0,0,0,0,0,0
1632501101579936,10564743,380096,10564743,0,0,0,0,0,0
1632501105090879,10568254,380096,10568254,0,0,0,0,0,0
1632501108582220,10571746,380096,10571746,0,0,0,0,0,0
1632501112079939,10575243,380096,10575243,0,0,0,0,0,0
1632501115585032,10578749,380096,10578749,0,0,0,0,0,0
1632501119586995,10582751,380096,10582751,0,0,0,0,0,0
1632501123083978,10586248,380096,10586248,0,0,0,0,0,0
1632501126583239,10589747,380096,10589747,0,0,0,0,0,0
1632501130081517,10593245,380096,10593245,0,0,0,0,0,0
1632501133584688,10596748,380096,10596748,0,0,0,0,0,0
1632501137080223,10600244,380096,10600244,0,0,0,0,0,0
1632501140580010,10603744,380096,10603744,0,0,0,0,0,0
1632501144084788,10607248,380096,10607248,0,0,0,0,0,0
1632501147583961,10610747,380096,10610747,0,0,0,0,0,0
1632501151083946,10614247,380096,10614247,0,0,0,0,0,0
1632501154580293,10617744,380096,10617744,0,0,0,0,0,0
1632501158090045,10621254,380096,10621254,0,0,0,0,0,0
1632501161579941,10624743,380096,10624743,0,0,0,0,0,0
1632501164582244,10627746,380096,10627746,0,0,0,0,0,0
1632501167586141,10630750,380096,10630750,0,0,0,0,0,0
1632501171080950,10634244,380096,10634244,0,0,0,0,0,0
1632501174581294,10637745,380096,10637745,0,0,0,0,0,0
1632501178082508,10641246,380096,10641246,0,0,0,0,0,0
1632501181582908,10644746,380096,10644746,0,0,0,0,0,0
1632501185091742,10648255,380096,10648255,0,0,0,0,0,0
1632501188581039,10651745,380096,10651745,0,0,0,0,0,0
1632501192080714,10655244,380096,10655244,0,0,0,0,0,0
1632501195584294,10658748,380096,10658748,0,0,0,0,0,0
1632501199086832,10662250,380096,10662250,0,0,0,0,0,0
1632501202583835,10665747,380096,10665747,0,0,0,0,0,0
1632501206084750,10669248,380096,10669248,0,0,0,0,0,0
1632501209583223,10672747,380096,10672747,0,0,0,0,0,0
1632501213082736,10676246,380096,10676246,0,0,0,0,0,0
1632501216584282,10679748,380096,10679748,0,0,0,0,0,0
1632501220087268,10683251,380096,10683251,0,0,0,0,0,0
1632501223589888,10686753,380096,10686753,0,0,0,0,0,0
1632501227083906,10690247,380096,10690247,0,0,0,0,0,0
1632501230082228,10693246,380096,10693246,0,0,0,0,0,0
1632501233082845,10696246,380096,10696246,0,0,0,0,0,0
1632501236079991,10699244,380096,10699244,0,0,0,0,0,0
1632501239082973,10702247,380096,10702247,0,0,0,0,0,0
1632501242581942,10705745,380096,10705745,0,0,0,0,0,0
1632501245579274,10708743,380096,10708743,0,0,0,0,0,0
1632501248585875,10711749,380096,10711749,0,0,0,0,0,0
1632501251584819,10714748,380096,10714748,0,0,0,0,0,0
1632501254587467,10717751,380096,10717751,0,0,0,0,0,0
1632501257583863,10720747,380096,10720747,0,0,0,0,0,0
1632501260584024,10723748,380096,10723748,0,0,0,0,0,0
1632501263586753,10726750,380096,10726750,0,0,0,0,0,0
1632501267080295,10730244,380096,10730244,0,0,0,0,0,0
1632501270090860,10733254,380096,10733254,0,0,0,0,0,0
1632501273582247,10736746,380096,10736746,0,0,0,0,0,0
1632501277583977,10740748,380096,10740748,0,0,0,0,0,0
1632501280588911,10743752,380096,10743752,0,0,0,0,0,0
1632501283581955,10746745,380096,10746745,0,0,0,0,0,0
1632501286584208,10749748,380096,10749748,0,0,0,0,0,0
1632501289579939,10752743,380096,10752743,0,0,0,0,0,0
1632501292582998,10755747,380096,10755747,0,0,0,0,0,0
1632501296080888,10759244,380096,10759244,0,0,0,0,0,0
1632501299083040,10762247,380096,10762247,0,0,0,0,0,0
1632501302083231,10765247,380096,10765247,0,0,0,0,0,0
1632501305089015,10768253,380096,10768253,0,0,0,0,0,0
1632501308087037,10771251,380096,10771251,0,0,0,0,0,0
1632501311089871,10774253,380096,10774253,0,0,0,0,0,0
1632501314085926,10777249,380096,10777249,0,0,0,0,0,0
1632501317079292,10780243,380096,10780243,0,0,0,0,0,0
1632501320085972,10783250,380096,10783250,0,0,0,0,0,0
1632501323585837,10786749,380096,10786749,0,0,0,0,0,0
1632501326582850,10789746,380096,10789746,0,0,0,0,0,0
1632501329586013,10792750,380096,10792750,0,0,0,0,0,0
1632501332581298,10795745,380096,10795745,0,0,0,0,0,0
1632501335588883,10798752,380096,10798752,0,0,0,0,0,0
1632501339091252,10802255,380096,10802255,0,0,0,0,0,0
1632501342079825,10805243,380096,10805243,0,0,0,0,0,0
1632501345079130,10808243,380096,10808243,0,0,0,0,0,0
1632501348087500,10811251,380096,10811251,0,0,0,0,0,0
1632501351082798,10814246,380096,10814246,0,0,0,0,0,0
1632501354080850,10817244,380096,10817244,0,0,0,0,0,0
1632501357584786,10820748,380096,10820748,0,0,0,0,0,0
1632501361082778,10824246,380096,10824246,0,0,0,0,0,0
1632501364089494,10827253,380096,10827253,0,0,0,0,0,0
1632501367586504,10830750,380096,10830750,0,0,0,0,0,0
1632501371082905,10834246,380096,10834246,0,0,0,0,0,0
1632501374088010,10837252,380096,10837252,0,0,0,0,0,0
1632501377082285,10840246,380096,10840246,0,0,0,0,0,0
1632501380581903,10843745,380096,10843745,0,0,0,0,0,0
1632501384583040,10847747,380096,10847747,0,0,0,0,0,0
1632501387584043,10850748,380096,10850748,0,0,0,0,0,0
1632501390583958,10853747,380096,10853747,0,0,0,0,0,0
1632501394082985,10857247,380096,10857247,0,0,0,0,0,0
1632501397083230,10860247,380096,10860247,0,0,0,0,0,0
1632501400080892,10863244,380096,10863244,0,0,0,0,0,0
1632501403585998,10866750,380096,10866750,0,0,0,0,0,0
1632501407080286,10870244,380096,10870244,0,0,0,0,0,0
1632501410087898,10873251,380096,10873251,0,0,0,0,0,0
1632501413582970,10876747,380096,10876747,0,0,0,0,0,0
1632501417585219,10880749,380096,10880749,0,0,0,0,0,0
1632501420580888,10883744,380096,10883744,0,0,0,0,0,0
1632501423585218,10886749,380096,10886749,0,0,0,0,0,0
1632501427088406,10890252,380096,10890252,0,0,0,0,0,0
1632501430081853,10893245,380096,10893245,0,0,0,0,0,0
1632501433079941,10896243,380096,10896243,0,0,0,0,0,0
1632501436585986,10899750,380096,10899750,0,0,0,0,0,0
1632501440081724,10903245,380096,10903245,0,0,0,0,0,0
1632501443583923,10906747,380096,10906747,0,0,0,0,0,0
1632501446580019,10909744,380096,10909744,0,0,0,0,0,0
1632501449580509,10912744,380096,10912744,0,0,0,0,0,0
1632501452583883,10915747,380096,10915747,0,0,0,0,0,0
1632501455579930,10918743,380096,10918743,0,0,0,0,0,0
1632501458585705,10921749,380096,10921749,0,0,0,0,0,0
1632501462582240,10925746,380096,10925746,0,0,0,0,0,0
1632501465585154,10928749,380096,10928749,0,0,0,0,0,0
1632501469079876,10932243,380096,10932243,0,0,0,0,0,0
1632501472584694,10935748,380096,10935748,0,0,0,0,0,0
1632501476580272,10939744,380096,10939744,0,0,0,0,0,0
1632501480588937,10943752,380096,10943752,0,0,0,0,0,0
1632501484584970,10947749,380096,10947749,0,0,0,0,0,0
1632501488082955,10951246,380096,10951246,0,0,0,0,0,0
1632501491580913,10954744,380096,10954744,0,0,0,0,0,0
1632501495082984,10958247,380096,10958247,0,0,0,0,0,0
1632501498585817,10961749,380096,10961749,0,0,0,0,0,0
1632501502080882,10965244,380096,10965244,0,0,0,0,0,0
1632501505580979,10968745,380096,10968745,0,0,0,0,0,0
1632501509083213,10972247,380096,10972247,0,0,0,0,0,0
1632501512585737,10975749,380096,10975749,0,0,0,0,0,0
1632501516080954,10979244,380096,10979244,0,0,0,0,0,0
1632501519583006,10982747,380096,10982747,0,0,0,0,0,0
1632501523080933,10986244,380096,10986244,0,0,0,0,0,0
1632501526582957,10989746,380096,10989746,0,0,0,0,0,0
1632501529585910,10992749,380096,10992749,0,0,0,0,0,0
1632501532581010,10995745,380096,10995745,0,0,0,0,0,0
1632501535580973,10998745,380096,10998745,0,0,0,0,0,0
1632501539088793,11002252,380096,11002252,0,0,0,0,0,0
1632501542583041,11005747,380096,11005747,0,0,0,0,0,0
1632501546079311,11009243,380096,11009243,0,0,0,0,0,0
1632501549586033,11012750,380096,11012750,0,0,0,0,0,0
1632501553082288,11016246,380096,11016246,0,0,0,0,0,0
1632501556580058,11019744,380096,11019744,0,0,0,0,0,0
1632501559586266,11022750,380096,11022750,0,0,0,0,0,0
1632501563082777,11026246,380096,11026246,0,0,0,0,0,0
1632501566579225,11029743,380096,11029743,0,0,0,0,0,0
1632501569586030,11032750,380096,11032750,0,0,0,0,0,0
1632501573079276,11036243,380096,11036243,0,0,0,0,0,0
1632501576584995,11039749,380096,11039749,0,0,0,0,0,0
1632501580584932,11043748,380096,11043748,0,0,0,0,0,0
1632501584583966,11047748,380096,11047748,0,0,0,0,0,0
1632501588081269,11051245,380096,11051245,0,0,0,0,0,0
1632501591583022,11054747,380096,11054747,0,0,0,0,0,0
1632501595084227,11058248,380096,11058248,0,0,0,0,0,0
1632501598581946,11061745,380096,11061745,0,0,0,0,0,0
1632501602079441,11065243,380096,11065243,0,0,0,0,0,0
1632501605581966,11068746,380096,11068746,0,0,0,0,0,0
1632501609083492,11072247,380096,11072247,0,0,0,0,0,0
1632501612588855,11075752,380096,11075752,0,0,0,0,0,0
1632501616083520,11079247,380096,11079247,0,0,0,0,0,0
1632501619579227,11082743,380096,11082743,0,0,0,0,0,0
1632501623082860,11086246,380096,11086246,0,0,0,0,0,0
1632501626581246,11089745,380096,11089745,0,0,0,0,0,0
1632501630080189,11093244,380096,11093244,0,0,0,0,0,0
1632501633584271,11096748,380096,11096748,0,0,0,0,0,0
1632501637079933,11100243,380096,11100243,0,0,0,0,0,0
1632501640586250,11103750,380096,11103750,0,0,0,0,0,0
1632501644084489,11107248,380096,11107248,0,0,0,0,0,0
1632501647582956,11110746,380096,11110746,0,0,0,0,0,0
1632501650585222,11113749,380096,11113749,0,0,0,0,0,0
1632501654082852,11117246,380096,11117246,0,0,0,0,0,0
1632501657585992,11120750,380096,11120750,0,0,0,0,0,0
1632501660582249,11123746,380096,11123746,0,0,0,0,0,0
1632501663580216,11126744,380096,11126744,0,0,0,0,0,0
1632501667088113,11130252,380096,11130252,0,0,0,0,0,0
1632501670081738,11133245,380096,11133245,0,0,0,0,0,0
1632501673579269,11136743,380096,11136743,0,0,0,0,0,0
1632501677083988,11140248,380096,11140248,0,0,0,0,0,0
1632501680084854,11143248,380096,11143248,0,0,0,0,0,0
1632501683585946,11146749,380096,11146749,0,0,0,0,0,0
1632501687083235,11150247,380096,11150247,0,0,0,0,0,0
1632501690580812,11153744,380096,11153744,0,0,0,0,0,0
1632501694080921,11157244,380096,11157244,0,0,0,0,0,0
1632501697584267,11160748,380096,11160748,0,0,0,0,0,0
1632501701079706,11164243,380096,11164243,0,0,0,0,0,0
1632501704580761,11167744,380096,11167744,0,0,0,0,0,0
1632501708082210,11171246,380096,11171246,0,0,0,0,0,0
1632501711583819,11174747,380096,11174747,0,0,0,0,0,0
1632501715081978,11178246,380096,11178246,0,0,0,0,0,0
1632501718582984,11181747,380096,11181747,0,0,0,0,0,0
1632501722081237,11185245,380096,11185245,0,0,0,0,0,0
1632501725584039,11188748,380096,11188748,0,0,0,0,0,0
1632501729084856,11192248,380096,11192248,0,0,0,0,0,0
1632501732581722,11195745,380096,11195745,0,0,0,0,0,0
1632501736082136,11199246,380096,11199246,0,0,0,0,0,0
1632501739580482,11202744,380096,11202744,0,0,0,0,0,0
1632501743080207,11206244,380096,11206244,0,0,0,0,0,0
1632501746590059,11209754,380096,11209754,0,0,0,0,0,0
1632501750082596,11213246,380096,11213246,0,0,0,0,0,0
1632501753584240,11216748,380096,11216748,0,0,0,0,0,0
1632501757084291,11220248,380096,11220248,0,0,0,0,0,0
1632501760584264,11223748,380096,11223748,0,0,0,0,0,0
1632501764080716,11227244,380096,11227244,0,0,0,0,0,0
1632501767581216,11230745,380096,11230745,0,0,0,0,0,0
1632501771081221,11234245,380096,11234245,0,0,0,0,0,0
1632501774585857,11237749,380096,11237749,0,0,0,0,0,0
1632501778086323,11241250,380096,11241250,0,0,0,0,0,0
1632501781082751,11244246,380096,11244246,0,0,0,0,0,0
1632501784083003,11247247,380096,11247247,0,0,0,0,0,0
1632501787581284,11250745,380096,11250745,0,0,0,0,0,0
1632501791081737,11254245,380096,11254245,0,0,0,0,0,0
1632501794585773,11257749,380096,11257749,0,0,0,0,0,0
1632501798082939,11261246,380096,11261246,0,0,0,0,0,0
1632501801580898,11264744,380096,11264744,0,0,0,0,0,0
1632501804586155,11267750,380096,11267750,0,0,0,0,0,0
1632501808079056,11271243,380096,11271243,0,0,0,0,0,0
1632501811583301,11274747,380096,11274747,0,0,0,0,0,0
1632501815079269,11278243,380096,11278243,0,0,0,0,0,0
1632501818585223,11281749,380096,11281749,0,0,0,0,0,0
1632501822082765,11285246,380096,11285246,0,0,0,0,0,0
1632501825581286,11288745,380096,11288745,0,0,0,0,0,0
1632501829085138,11292249,380096,11292249,0,0,0,0,0,0
1632501832581939,11295745,380096,11295745,0,0,0,0,0,0
1632501836087788,11299251,380096,11299251,0,0,0,0,0,0
1632501839584519,11302748,380096,11302748,0,0,0,0,0,0
1632501843084089,11306248,380096,11306248,0,0,0,0,0,0
1632501846589437,11309753,380096,11309753,0,0,0,0,0,0
1632501849580264,11312744,380096,11312744,0,0,0,0,0,0
1632501853079987,11316244,380096,11316244,0,0,0,0,0,0
1632501856586462,11319750,380096,11319750,0,0,0,0,0,0
1632501860083885,11323247,380096,11323247,0,0,0,0,0,0
1632501863583569,11326747,380096,11326747,0,0,0,0,0,0
1632501867079396,11330243,380096,11330243,0,0,0,0,0,0
1632501870088749,11333252,380096,11333252,0,0,0,0,0,0
1632501873586772,11336750,380096,11336750,0,0,0,0,0,0
1632501877084781,11340248,380096,11340248,0,0,0,0,0,0
1632501880585986,11343750,380096,11343750,0,0,0,0,0,0
1632501884088234,11347252,380096,11347252,0,0,0,0,0,0
1632501887584262,11350748,380096,11350748,0,0,0,0,0,0
1632501891082905,11354246,380096,11354246,0,0,0,0,0,0
1632501894586135,11357750,380096,11357750,0,0,0,0,0,0
1632501898083713,11361247,380096,11361247,0,0,0,0,0,0
1632501901588933,11364752,380096,11364752,0,0,0,0,0,0
1632501905082244,11368246,380096,11368246,0,0,0,0,0,0
1632501908583141,11371747,380096,11371747,0,0,0,0,0,0
1632501912083433,11375247,380096,11375247,0,0,0,0,0,0
1632501915584959,11378748,380096,11378748,0,0,0,0,0,0
1632501919584268,11382748,380096,11382748,0,0,0,0,0,0
1632501923085961,11386249,380096,11386249,0,0,0,0,0,0
1632501926582507,11389746,380096,11389746,0,0,0,0,0,0
1632501930083137,11393247,380096,11393247,0,0,0,0,0,0
1632501933082295,11396246,380096,11396246,0,0,0,0,0,0
1632501936585475,11399749,380096,11399749,0,0,0,0,0,0
1632501940079519,11403243,380096,11403243,0,0,0,0,0,0
1632501944083231,11407247,380096,11407247,0,0,0,0,0,0
1632501947587510,11410751,380096,11410751,0,0,0,0,0,0
1632501951083739,11414247,380096,11414247,0,0,0,0,0,0
1632501954079139,11417243,380096,11417243,0,0,0,0,0,0
1632501957579246,11420743,380096,11420743,0,0,0,0,0,0
1632501961086854,11424250,380096,11424250,0,0,0,0,0,0
1632501964585903,11427749,380096,11427749,0,0,0,0,0,0
1632501968084592,11431248,380096,11431248,0,0,0,0,0,0
1632501971580990,11434745,380096,11434745,0,0,0,0,0,0
1632501975085275,11438249,380096,11438249,0,0,0,0,0,0
1632501978585762,11441749,380096,11441749,0,0,0,0,0,0
1632501982079842,11445243,380096,11445243,0,0,0,0,0,0
1632501985583510,11448747,380096,11448747,0,0,0,0,0,0
1632501989079992,11452244,380096,11452244,0,0,0,0,0,0
1632501992585161,11455749,380096,11455749,0,0,0,0,0,0
1632501996086753,11459250,380096,11459250,0,0,0,0,0,0
1632501999083488,11462247,380096,11462247,0,0,0,0,0,0
1632502002081727,11465245,380096,11465245,0,0,0,0,0,0
1632502005579220,11468743,380096,11468743,0,0,0,0,0,0
1632502009588955,11472752,380096,11472752,0,0,0,0,0,0
1632502013081710,11476245,380096,11476245,0,0,0,0,0,0
1632502016081263,11479245,380096,11479245,0,0,0,0,0,0
1632502019081479,11482245,380096,11482245,0,0,0,0,0,0
1632502023081792,11486245,380096,11486245,0,0,0,0,0,0
1632502026588029,11489752,380096,11489752,0,0,0,0,0,0
1632502030080484,11493244,380096,11493244,0,0,0,0,0,0
1632502033084931,11496248,380096,11496248,0,0,0,0,0,0
1632502036586892,11499750,380096,11499750,0,0,0,0,0,0
1632502040084860,11503248,380096,11503248,0,0,0,0,0,0
1632502043584928,11506748,380096,11506748,0,0,0,0,0,0
1632502047085973,11510250,380096,11510250,0,0,0,0,0,0
1632502050586861,11513750,380096,11513750,0,0,0,0,0,0
1632502054082738,11517246,380096,11517246,0,0,0,0,0,0
1632502057581303,11520745,380096,11520745,0,0,0,0,0,0
1632502061082044,11524246,380096,11524246,0,0,0,0,0,0
1632502064581220,11527745,380096,11527745,0,0,0,0,0,0
1632502068080031,11531244,380096,11531244,0,0,0,0,0,0
1632502071581004,11534745,380096,11534745,0,0,0,0,0,0
1632502075084028,11538248,380096,11538248,0,0,0,0,0,0
1632502078588060,11541752,380096,11541752,0,0,0,0,0,0
1632502082079811,11545243,380096,11545243,0,0,0,0,0,0
1632502085080134,11548244,380096,11548244,0,0,0,0,0,0
1632502088586221,11551750,380096,11551750,0,0,0,0,0,0
1632502092082253,11555246,380096,11555246,0,0,0,0,0,0
1632502095081932,11558245,380096,11558245,0,0,0,0,0,0
1632502098583934,11561747,380096,11561747,0,0,0,0,0,0
1632502102080057,11565244,380096,11565244,0,0,0,0,0,0
1632502105582044,11568746,380096,11568746,0,0,0,0,0,0
1632502109080005,11572244,380096,11572244,0,0,0,0,0,0
1632502112580002,11575744,380096,11575744,0,0,0,0,0,0
1632502116582019,11579746,380096,11579746,0,0,0,0,0,0
1632502120083140,11583247,380096,11583247,0,0,0,0,0,0
1632502123083044,11586247,380096,11586247,0,0,0,0,0,0
1632502126582757,11589746,380096,11589746,0,0,0,0,0,0
1632502130085517,11593249,380096,11593249,0,0,0,0,0,0
1632502134084919,11597248,380096,11597248,0,0,0,0,0,0
1632502137581055,11600745,380096,11600745,0,0,0,0,0,0
1632502141082137,11604246,380096,11604246,0,0,0,0,0,0
1632502144580925,11607744,380096,11607744,0,0,0,0,0,0
1632502148081299,11611245,380096,11611245,0,0,0,0,0,0
1632502151584033,11614748,380096,11614748,0,0,0,0,0,0
1632502155084227,11618248,380096,11618248,0,0,0,0,0,0
1632502158582922,11621746,380096,11621746,0,0,0,0,0,0
1632502162083027,11625247,380096,11625247,0,0,0,0,0,0
